Number,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,
249,-73.0522,16.538,-88.8424,37.3882,12.8086,71.0196,86.639,0.289929,43.6262,-35.6914,51.0178,-41.5571,-67.7053,34.2998,-32.8043,99.7436,91.7051,-81.1273,98.059,-87.933,
250,-88.3541,85.7662,11.2705,-85.2901,49.5895,21.3477,-87.6156,7.07724,-83.2881,-95.4344,10.8554,-22.2633,-25.6508,-78.2464,17.9907,63.036,-16.1779,-40.7575,-54.8692,-0.70498,
251,5.12406,-19.2846,-97.3815,-27.5369,-89.0011,-16.8737,22.8858,58.4521,-62.8529,-49.5651,58.9221,-82.6655,99.5788,-76.3482,76.7449,40.141,-85.7051,43.7971,42.3688,17.8747,
252,-28.2266,71.4774,30.7657,1.02848,-23.7404,-82.0063,80.3888,-64.8793,96.5148,46.4034,59.2517,-72.924,84.4844,-66.3625,-30.6864,-96.1669,-7.87683,-43.3393,-87.4752,92.3643,
253,61.3453,-78.1365,8.02942,-3.10984,37.7667,-22.7515,-15.8116,-25.2846,37.199,57.3046,-57.0666,49.2843,3.78735,-68.8345,78.4051,39.7321,-18.3325,67.9922,84.7346,65.2089,
254,-68.2363,-45.8785,-13.6143,3.62254,-35.8745,-65.6301,14.0599,61.0767,16.5075,29.667,-16.953,17.3559,56.4989,-67.4123,-89.0683,15.0548,-48.3261,35.7097,-84.7102,96.7467,
255,79.9738,-47.3434,35.2031,-16.3976,-95.7396,-21.012,89.9533,44.731,1.29093,92.993,53.5691,42.1674,68.3157,16.9286,73.3146,-51.8296,-97.4059,-26.9326,-3.5493,35.0139,
256,-73.6381,34.312,94.0611,-6.1861,70.629,35.3679,97.7294,91.2412,-1.74261,74.9687,-23.6305,81.3166,17.4596,-13.6876,88.1893,47.2396,-63.5609,-97.3937,91.3816,-27.7932,
257,-94.1527,-31.9681,-69.2312,-39.3231,77.8863,-18.9856,72.2343,82.2077,95.1231,-26.3283,-15.9093,21.1035,32.9508,46.4034,-8.26136,-72.2465,66.7653,-0.411999,-79.4305,52.5742,
258,-63.7135,99.5056,-6.83309,23.7037,36.9915,43.3699,-57.384,48.9853,16.1473,-37.7361,-5.06302,-63.7928,47.5875,-44.9751,-26.0536,34.2082,5.12406,20.4749,3.47606,-8.19422,
259,63.6158,1.25431,-48.8327,-24.6742,17.3376,-72.5517,87.5607,36.1919,93.524,-13.6387,73.1681,-30.9732,-29.3191,81.5058,36.5093,-72.6493,27.3354,16.3915,6.10065,-35.313,
260,-50.1572,25.37,-46.7757,-96.234,2.40791,54.6556,71.0746,-7.6754,14.1514,-87.6522,-32.1818,91.5281,-50.4868,87.9147,57.9211,-59.1845,72.9667,-29.2032,55.8336,-20.3467,
261,14.1392,11.3132,83.99,52.3972,71.5201,56.1083,-94.3236,-70.4825,71.6849,-64.0309,10.9775,95.0438,-78.7286,-17.4474,-43.4797,-69.4082,26.9326,27.488,-1.04068,-82.1833,
262,-30.6192,39.4696,85.4793,52.9893,83.3003,38.3953,25.9804,-75.5547,-92.0957,-28.8369,54.7227,-30.2042,-76.7022,42.8571,-98.2238,44.1023,-90.4538,-41.4533,-2.76192,-97.5524,
263,7.98669,14.4993,-14.0782,66.7592,14.3834,24.0577,-46.0494,-49.8886,71.4835,-85.1131,40.0678,-5.38042,-60.9485,71.7704,54.0452,35.0566,76.8731,-20.5481,-94.3602,6.18,
264,32.9813,-41.5387,11.1667,13.8646,-49.321,92.053,-80.2606,51.854,-32.1879,-66.6311,-74.395,-42.0698,5.08133,-71.8741,-0.540179,27.7993,83.1965,22.0252,12.0029,57.1581,
265,74.1508,76.7388,-68.2485,2.09662,-33.3171,45.4451,24.3141,80.2545,6.23493,36.259,70.3299,99.4568,30.6864,-87.9269,-42.3139,-27.3965,-22.0679,35.783,74.2851,-87.4142,
266,86.5047,99.4507,-47.1541,64.275,-96.7772,-83.8252,51.5488,84.7102,-57.0238,30.6497,-46.0616,46.0433,92.0957,54.1795,-3.64696,9.60418,-63.1092,98.114,15.1158,-63.274,
267,89.0561,-85.3328,-74.3522,-49.443,62.1082,2.15156,6.6866,30.839,-26.1208,-95.7701,84.4539,-3.77514,-34.611,-13.065,-50.0412,62.7369,77.6605,-83.7397,94.2381,-53.6119,
268,-78.9605,71.16,44.9812,-86.9564,13.4617,76.9402,-48.2711,-71.2943,66.2832,-84.5332,44.8592,-34.3974,56.4501,88.7204,-48.6923,-24.308,60.9241,-1.36418,-1.96234,10.9165,
269,-69.3533,-61.5467,35.8013,-57.6891,-25.1076,72.7226,22.2144,82.0734,8.26746,79.0155,-80.1813,-71.5629,99.9023,51.4878,47.7706,25.5531,18.9428,-15.7201,25.1869,17.5573,
270,11.594,-3.49437,-69.1275,62.0472,45.5672,70.1895,-17.13,13.7608,-98.7793,16.831,90.3378,-65.2821,-28.8491,-45.9944,95.8678,-7.49229,-52.0798,99.2981,-57.9821,54.6922,
271,60.0513,-68.1082,1.16886,-92.9075,64.2628,87.6827,17.7282,-54.8143,36.2285,-42.5947,-99.3347,8.36512,-1.78533,-11.6611,-77.7398,-6.12506,72.4784,-72.2526,54.7655,98.999,
272,79.0277,29.0506,-50.6211,-21.3721,-70.7755,12.4363,-36.6619,-34.1411,-22.2633,55.5589,79.7113,79.4244,-42.2346,16.6173,81.6889,27.5307,-97.4975,53.8194,52.4949,18.3813,
273,-85.4976,31.8094,50.383,-14.3345,31.6141,-14.3101,73.8823,-24.3263,49.1012,-44.3281,85.4488,-18.0151,-32.6456,-32.8471,-64.5131,79.9799,86.7733,-54.4847,-25.6203,45.0545,
274,74.4621,28.2754,-58.3544,74.517,-48.7289,85.7784,-93.6827,80.6635,41.0138,-90.9726,20.8289,51.9761,-57.506,21.8665,-66.0024,-37.7117,-45.4329,48.1124,-5.33158,85.4305,
275,64.4826,62.45,91.6257,53.4165,55.8946,38.7616,-1.63274,12.6865,66.3503,75.6279,-86.5902,34.2631,99.3713,1.54729,90.2768,-3.33567,58.4582,-54.9486,82.4763,78.4051,
276,-22.3426,75.811,50.7675,-45.4939,19.1076,-18.3081,9.4882,24.7963,29.9783,32.4931,-30.1309,34.727,-0.265509,-57.3351,-28.6355,-51.2497,17.8259,-73.339,-46.5865,31.3272,
277,9.75677,28.2144,5.01419,-84.5332,-5.3621,-37.6507,48.204,16.5563,-8.46278,82.049,6.73543,-80.9809,32.1085,43.9436,-37.7483,-70.4886,47.9843,4.68459,96.3988,54.6678,
278,34.3913,73.1498,-29.4534,6.93686,83.3796,46.6231,14.1392,99.0967,-64.6535,2.48115,-49.2416,-73.8334,95.3917,-29.2032,-64.5192,-31.7606,-31.4371,81.6523,23.3863,5.39262,
279,-9.8117,93.1272,-80.9381,8.20643,38.6212,51.2925,75.0847,-48.265,-39.0912,45.1338,34.8308,73.3268,41.8195,-15.5919,-66.9179,-67.2719,66.1122,78.8873,4.61135,-10.2817,
280,-43.7239,85.1558,48.2406,81.2067,6.05181,-43.8887,-98.9502,-28.1533,-14.1758,-28.3792,94.2137,-20.1025,41.3007,2.38349,23.4291,26.0537,18.186,19.1076,-15.598,-68.9871,
281,89.8923,-95.7396,-93.646,20.3894,11.6001,-88.757,41.6059,40.965,88.6227,-70.1102,-98.8891,-45.3597,83.8435,-51.9211,97.7721,-0.68056,60.155,53.7156,-55.5345,-87.1212,
282,96.4293,-91.9126,-14.3895,62.566,-50.5234,58.8305,-69.9393,-45.4451,-99.3469,38.6517,65.8009,31.2906,61.2903,83.8923,-45.8419,-20.8899,42.7045,-69.1336,56.4684,-15.6713,
283,45.6099,72.8141,-84.5576,54.0147,-61.803,11.7954,-62.2547,23.1483,44.2183,71.3309,93.9879,45.8419,29.6854,-57.561,-99.823,63.1214,60.6128,16.1412,-27.6589,-84.0083,
284,18.9612,71.044,-62.1021,-65.801,67.2231,-38.2183,-14.7008,-27.2317,-48.2467,67.4062,-92.5474,27.195,74.517,-85.1253,-43.6934,74.4438,-62.5416,-68.865,83.8313,-8.54213,
285,-45.5245,36.1858,-9.54314,4.5259,-12.1433,-2.79855,61.565,7.22373,82.7265,-16.129,78.7347,32.6457,33.2194,15.3233,86.0958,-50.0778,-66.5151,10.7089,27.7993,-71.8009,
286,-73.6076,50.2609,-94.293,-62.6331,23.0445,-1.2482,-16.2877,-94.6532,24.2897,59.3616,-87.4081,-5.77105,-52.2935,-25.3395,-40.0555,-3.39671,-89.1232,-12.7598,93.3409,5.0325,
287,-60.4114,12.656,-57.0116,-21.9825,65.5507,78.7835,41.3007,-47.911,10.5258,41.3678,-80.2362,-3.73852,-78.2098,72.6859,-24.3568,-67.2109,46.6109,44.9934,-93.7925,83.9473,
288,20.1025,12.2837,-23.5145,26.7128,-24.2225,60.3503,65.8864,51.7136,75.9575,-79.4183,16.3915,-32.0048,78.8446,76.2139,36.2041,-91.2473,42.6313,-89.5871,33.5246,-92.7915,
289,-2.52998,-49.1012,56.7064,4.15968,-13.9622,-76.3726,91.76,-56.267,-63.5853,-44.8531,-61.1927,-95.2147,-26.017,-4.17188,-26.7495,87.701,-75.8599,96.0753,70.4764,-7.13218,
290,-28.9346,28.7027,-76.1834,94.8912,69.8172,-9.03043,-59.8376,63.6708,97.2106,90.9665,-65.4347,82.0917,77.0806,77.5201,-19.1443,-51.0239,-66.7531,-0.546283,52.8611,-36.8328,
291,-54.0147,95.8922,-50.56,72.515,-37.3882,73.9128,42.1918,-90.0998,-48.8815,96.5575,-41.4228,56.1876,40.0128,-82.6533,77.1172,-85.1314,57.8173,-10.1962,76.3176,-10.5258,
292,-4.31226,-52.1104,40.8185,-66.8996,88.4396,-99.3896,18.479,70.983,-7.87683,-53.9964,51.7991,-91.2473,-78.8079,23.5267,5.23392,35.8806,-9.89715,-27.3782,43.2295,-58.1957,
293,38.3587,65.0624,14.597,42.3505,88.4579,-97.1801,70.1285,34.8064,-73.9372,-17.1178,-21.0181,47.8805,-92.169,86.8831,-52.1836,-86.7916,90.3989,96.4599,83.2698,-37.553,
294,89.6298,92.4009,-8.38954,-72.6188,85.5281,22.5806,-9.23795,63.0116,57.9516,64.9281,-31.0282,-24.1554,-63.0299,74.517,-93.6766,-29.0445,-47.3312,6.43024,82.8974,53.441,
295,34.2265,-21.1951,-60.7532,76.4458,14.1758,64.1285,50.8591,-63.1764,47.38,95.764,8.09656,-51.5976,-56.4074,-91.5281,70.7327,-4.05591,12.595,37.0403,-1.46794,64.2201,
296,96.5148,-0.631732,39.1278,-10.654,34.9223,97.0824,-41.6364,-12.3508,65.1601,-92.5962,-7.73644,83.929,-42.0942,-73.9494,-38.4625,23.8746,-16.1168,-51.2741,-13.1077,53.1968,
297,-52.4949,43.1623,74.7001,-47.3189,-46.3179,-54.7288,11.0691,75.6706,-70.2872,54.8509,48.7411,50.0595,-36.4971,84.7835,-74.3889,38.7493,42.9365,47.9476,79.577,-95.3795,
298,2.7131,60.8814,-28.367,-90.4477,-48.8083,0.0457764,-88.4457,18.1432,54.149,80.8893,11.6245,-63.4266,47.911,-35.258,58.1652,-23.8136,-31.1991,12.9429,-62.5111,-51.7014,
299,-52.8367,63.8661,-57.9455,-60.7776,-93.0235,16.0802,-18.5644,87.0724,11.1728,51.0666,-51.7991,-86.8099,50.7736,-15.1708,83.3857,83.6055,-83.2148,-66.6127,-72.0084,-35.6853,
300,79.6075,76.2139,-69.3899,-73.3756,65.6606,-8.3224,-83.758,-56.5111,-4.88601,-64.5863,96.2645,2.09051,94.9339,59.3738,-52.3911,-95.6114,92.053,15.5065,47.2457,-47.6608,
301,-3.12815,-93.9573,-85.0337,-96.5636,-1.49236,-0.491351,3.01828,27.8909,40.2509,-21.5186,-21.7627,-2.57271,41.2336,-12.888,9.76897,6.18,20.603,69.5364,-33.2499,-51.7014,
302,-34.7087,-76.3604,63.2984,-48.8632,12.2349,54.8814,-4.45265,-16.0619,-72.0634,18.6377,55.3453,-29.4473,-45.0301,-17.4963,-64.7328,-71.4347,35.9233,14.0599,27.8909,-24.4484,
303,7.4984,-73.5893,-40.2936,-11.9907,-82.6716,-95.9288,-19.9683,77.3858,53.7095,-83.0317,50.5234,38.1207,88.8913,62.3646,93.4568,17.4841,-4.8616,-62.4866,-68.9077,62.743,
304,14.1575,-79.1681,9.45768,94.409,-86.1019,54.9852,78.5272,44.2244,35.5998,85.0093,98.645,-18.4973,-37.5652,-80.8954,-96.997,64.4642,-22.3731,-34.5256,24.8207,-48.7045,
305,-32.6945,-78.9178,53.74,-46.6475,36.552,-26.5603,-87.3348,-93.6155,-64.7328,-66.5029,13.7791,92.3215,-86.1385,76.6533,57.4511,36.5459,-77.282,-21.7078,44.084,-35.5571,
306,-30.369,94.6837,8.9816,54.5152,87.701,4.42213,65.0136,19.2541,31.3883,5.11185,-91.4365,99.353,49.5224,70.5802,38.4869,-81.3593,90.9299,74.6574,53.5874,0.955224,
307,-66.155,-23.8746,-26.9997,-20.188,-91.4792,-47.2579,12.7232,-79.6503,64.1652,14.3284,-52.3423,72.6127,54.2772,39.3902,81.3288,-34.8979,32.3771,6.44245,17.246,26.3527,
308,-41.966,49.2355,9.53093,29.2032,-71.4225,83.0989,-51.7624,-15.4027,-17.185,-11.3681,27.8664,31.3944,-39.8114,-69.7012,-62.1509,-15.9581,0.15564,-27.4514,67.6626,-42.9975,
309,-56.1449,5.23392,-39.433,-29.6793,-95.294,-31.2845,-72.9057,-70.6351,-65.1906,-62.5233,-8.81069,34.5195,-84.1975,18.1738,84.5027,42.4177,29.3374,17.4413,38.6578,9.70184,
310,84.5637,-71.6727,86.4193,83.7092,-84.2219,-26.0659,-29.8441,62.1509,-21.6956,-57.268,0.241101,-58.6718,27.2195,-85.1863,-18.2531,51.3291,-82.4152,70.2567,19.7546,22.2266,
311,47.9354,-65.5385,-10.5258,19.5532,19.1992,-4.21461,-5.41093,-76.2383,-20.6397,70.3238,43.4797,-91.4426,63.1764,-82.1772,-79.0887,-16.2816,-94.586,-1.92572,-88.348,59.0014,
312,61.4002,43.5896,86.0836,25.3151,-65.9169,46.4949,82.9951,-24.6559,-8.34681,61.333,-99.8596,-64.8366,29.8074,8.8107,-16.7699,75.4753,-55.7482,-90.3806,77.9656,66.9729,
313,30.0882,72.2037,-63.7257,-55.8153,-91.1679,-40.8734,-35.0078,-37.6202,-21.7566,55.5589,78.3196,-3.46996,51.2131,-0.601214,-60.857,-65.4775,40.6171,-71.4774,-89.642,-35.7402,
314,37.3394,2.68868,-6.32648,-49.1012,-58.0798,86.2606,80.3766,-77.3125,38.5784,5.36211,77.3186,-89.3246,88.6349,46.3179,-4.17798,51.1948,-46.5804,-4.5381,-52.7818,-19.4494,
315,-45.9822,9.43327,13.4312,25.4433,-75.9575,31.9498,-59.0014,-62.8101,25.663,-44.3159,45.671,8.16981,-25.1137,-78.3441,93.4568,29.3985,-12.2593,-29.1177,-49.6261,91.8821,
316,53.3738,-46.9283,30.5521,63.7623,-26.7617,-52.8916,-33.9396,-71.63,-25.1137,14.0416,46.8368,91.8638,-89.7275,-69.1824,-25.1808,-18.8269,-68.6575,-25.5959,-48.0331,-76.7388,
317,-87.1151,55.0523,93.292,24.9672,19.7241,44.4624,88.3419,-12.2043,51.5305,85.4976,17.9296,-75.6768,52.44,47.3006,-23.8075,-46.3179,-33.4086,99.0051,-42.729,95.0255,
318,44.3526,-23.13,32.9874,26.841,55.7787,25.3456,-25.7057,-0.411999,-18.6315,-91.998,1.0651,40.3119,88.7082,17.4352,30.8695,-8.41395,-54.6312,46.2081,81.286,-4.00708,
319,71.8131,-51.2131,-80.4804,-77.16,47.9659,-40.5072,-77.575,27.1462,14.4322,-99.5483,1.77313,-39.671,-31.5226,-6.07013,4.82497,-5.33158,7.35801,-37.8094,78.8568,-97.589,
320,-31.6874,59.1052,-25.0465,-44.3464,-10.2023,-60.1856,66.9851,-43.6262,41.9172,-68.6514,-68.7551,-27.9885,-67.1316,-33.1095,25.9499,-14.2369,-29.1299,79.6503,-90.7102,80.8344,
321,-91.1252,35.4228,67.7236,-82.2993,50.8042,-89.0316,-54.326,30.9,96.1364,-50.5966,-97.7721,-5.33158,20.2673,-48.8937,-37.2173,59.4043,98.59,16.4708,52.7207,-24.5094,
322,-3.14035,-71.6788,99.6338,81.2799,-16.8004,-20.2063,34.9162,26.8593,73.3818,56.6942,-51.5488,-65.2272,-58.7695,-42.1613,-35.9294,53.8621,-39.4208,-17.9357,-94.3968,-67.0644,
323,-95.8434,53.0747,-88.934,47.9171,15.0426,-29.49,-95.9716,61.9373,-27.7871,69.4998,-79.9615,46.7574,-45.8052,-46.4644,-12.3875,55.9008,39.494,-73.8456,35.2702,42.8755,
324,67.6382,-38.7127,-58.1286,56.2914,6.53402,74.6574,47.8072,-56.8102,-66.8813,69.9576,11.1545,-55.7543,-88.1588,-63.3656,-53.6241,98.9196,-92.8281,-35.8562,67.9189,-53.3616,
325,23.7037,10.6296,-5.71611,-34.8125,-51.3474,29.7403,-21.7322,73.8578,-69.158,-76.635,10.3244,-39.6405,-23.0873,-76.8364,-52.9282,-93.646,-6.49129,-39.2315,-54.8326,93.4873,
326,8.11487,-23.4962,82.1711,-40.2448,-60.387,-27.195,-43.9192,56.914,38.4625,-15.4088,24.8817,59.5996,84.7285,-83.0561,-81.3654,-77.1172,-41.5143,-25.0648,-32.5724,-98.1506,
327,20.8106,-70.336,-55.62,-57.7441,-86.5169,-13.8462,51.2314,-12.418,86.9564,79.0033,-43.7483,-0.863671,0.973535,92.9685,-30.7901,-88.3053,15.3111,12.8147,99.8718,-39.9701,
328,13.7364,40.3851,96.4293,6.19831,55.388,-84.0144,-28.666,41.0932,-93.7681,34.0922,-96.704,-71.1661,-13.01,-59.5996,-36.9854,65.1357,18.3508,80.6146,-78.8079,-54.3138,
329,55.4735,-70.0491,-24.6559,-50.145,27.72,24.1676,20.4627,-11.1301,17.6794,-63.805,-60.2649,14.6336,-36.7595,28.9285,-78.9422,40.0555,-97.6989,-34.7514,52.3301,-21.9947,
330,28.0068,99.1089,-19.7851,-97.0397,50.9262,84.6248,66.5517,-13.8707,84.7591,-19.2297,-5.533,73.0949,-84.1609,98.8769,0.296032,-74.8344,30.5033,50.267,20.3711,3.69579,
331,39.3475,69.0237,0.393689,19.8401,57.8906,14.2003,-17.4169,75.9819,51.4817,-64.6901,47.8317,28.5623,61.1438,98.3642,87.1578,-6.41194,27.8787,69.3777,91.5708,-12.9124,
332,51.9883,54.3809,56.4745,55.3697,15.7506,-5.12406,67.571,51.2619,30.9244,84.1487,6.05793,34.3974,-25.5348,-75.8599,-1.11393,56.7431,23.3253,16.8188,73.0155,70.2445,
333,73.6015,-68.7674,-24.601,-53.9537,80.3949,-62.096,25.3395,21.6956,3.25632,68.5659,-36.5825,-94.1038,11.3437,-82.6533,8.79239,42.8083,-26.2123,-21.5918,80.5963,-23.4535,
334,-68.4011,-52.8977,-53.9232,-85.0826,-51.7502,-26.1208,77.8252,29.3008,5.73443,-82.2504,-65.8193,7.05893,-3.3784,-3.7019,57.738,-84.2158,-86.5108,-72.9057,91.0703,-76.9463,
335,-15.2989,24.5338,-15.2318,87.4325,29.9417,10.1108,-48.8632,-73.394,-14.4932,-22.7943,-23.5328,-91.5586,-26.3283,73.0949,33.0302,30.192,16.6967,-54.973,-6.92465,-10.8737,
336,57.2924,-75.9331,-82.7692,26.957,17.2338,-49.1134,-85.4366,-56.2487,-52.2507,34.7087,36.5764,34.1472,82.0551,-66.2709,-33.5368,-93.6522,-46.6659,-93.8353,87.4386,68.572,
337,-95.7152,9.21354,-27.8237,53.9293,-6.27766,34.3547,-52.8916,56.798,66.747,83.8069,43.321,-65.8315,23.7465,82.9524,11.1972,61.4368,65.1051,57.1825,-98.8647,-86.0225,
338,-12.3264,-35.0627,-43.5347,86.2728,42.8022,3.97046,-37.8582,49.144,61.2354,-15.8544,-81.9514,2.57882,-58.1835,-70.7083,-26.9875,20.4016,83.3674,-36.7534,-24.1432,76.4397,
339,-91.5708,77.0745,-62.2181,-0.210577,78.9789,-77.1477,35.5754,-97.058,17.3925,-96.997,-59.5019,-7.77307,27.2012,-53.9476,6.07014,46.1653,-88.0917,80.5109,85.8028,-56.737,
340,1.26041,64.3422,-53.3738,76.6839,-36.8816,-80.3644,-9.9704,73.1437,47.9171,98.3764,38.5968,37.7606,-54.8875,14.9876,31.785,34.9956,44.1633,-16.0558,9.05484,29.2886,
341,-46.147,46.6597,95.5992,-53.7339,4.06201,59.1113,-88.6715,-4.60525,5.74664,-78.4234,31.8705,-39.6405,90.5515,-9.29899,38.8531,47.8011,90.112,-76.8853,13.9073,-35.6487,
342,-86.346,21.9398,-79.4794,78.8324,86.9808,-19.2175,-33.2316,-52.8306,44.9202,-71.3614,-62.3218,7.07724,-7.43126,-4.39772,88.3358,38.6151,34.9956,11.7405,-26.1879,-78.1304,
343,-51.03,-34.3974,-64.7511,30.9122,63.4816,-93.2615,-77.6238,-15.0487,-93.0845,63.628,18.3203,-52.8794,64.0553,46.025,57.8417,-22.8126,19.6509,-36.2957,-24.2897,34.9223,
344,96.411,-82.6044,7.57164,-95.8251,30.7779,22.2694,49.8642,-53.8804,-70.0858,-68.5476,-82.7326,15.2318,39.5184,15.659,-94.5067,-67.7908,-94.7081,-54.4114,10.2512,17.7648,
345,1.29093,39.7259,-14.0721,59.4226,20.7678,-3.46385,-95.6969,77.6788,91.2656,-14.2979,92.645,59.7339,75.6706,95.1292,63.8295,-56.5111,-63.1397,-87.3104,30.7596,-33.1645,
346,23.1056,61.4063,-69.573,77.813,-71.8558,7.98059,70.8121,22.0863,44.2061,-78.4661,-34.6232,-61.0034,-17.3864,-61.6077,75.457,14.8778,54.6922,94.879,-37.6324,-63.9454,
347,-85.7967,-34.9712,-38.3343,42.4604,14.8839,-19.4494,-39.7748,-81.2006,-9.67742,-97.0397,4.0498,85.0398,6.52791,-76.7266,-90.8567,-17.8198,-70.4703,-67.4978,-8.45057,-48.7533,
348,-26.4992,44.1877,63.4632,-27.4392,-94.6959,-86.9015,89.9167,97.3083,89.404,37.9192,57.1398,-71.0685,27.7444,45.5916,-82.9218,-55.6078,-77.7215,63.0787,-78.3013,-79.3634,
349,91.1069,48.6435,-97.6989,-40.3668,-49.5956,51.6953,-87.1944,80.3461,23.1544,-42.6496,71.3309,-49.2721,3.47606,84.753,-78.0084,-60.0757,85.5281,53.032,-91.0459,-82.9218,
350,72.0145,-26.5358,60.8326,17.7831,61.2049,66.1611,90.9482,-97.9675,99.1333,40.1166,-33.9213,-73.6686,-96.6308,-62.1021,53.8255,-16.7394,91.5159,-97.9003,21.7566,65.3859,
351,-32.5053,92.5535,-63.0848,30.8206,-95.117,-84.875,67.9495,45.1399,28.8797,-73.2536,-3.28684,72.1244,-13.2664,-0.32655,20.4749,34.0495,-74.2851,-93.8353,-63.506,-46.8184,
352,-51.6221,30.2896,23.1117,-7.58995,2.56661,41.8073,-52.8428,-70.5069,98.529,-12.2349,79.577,-69.8721,94.4517,51.3718,-71.4408,27.5124,-51.4512,-84.1731,-97.6806,-45.1521,
353,-42.0942,-94.9583,12.8819,-83.9961,52.501,88.9828,-54.442,20.8838,17.1056,-35.1054,48.442,30.4422,77.1111,-16.8126,-3.08542,45.0667,-42.0942,94.2442,-33.6222,65.1479,
354,-89.8068,-1.96844,23.3924,-11.2217,86.1812,22.013,-57.8417,-43.0403,66.1977,84.1121,-35.6181,-74.8283,-25.9194,33.1523,63.8905,-7.74865,33.6589,17.9662,-85.5098,-42.9853,
355,98.5412,-76.1712,-22.306,-66.1855,97.528,30.7901,-22.7821,87.0602,42.2102,81.2006,24.1981,98.0224,-38.8836,-71.4164,-2.83517,70.22,-17.2338,-73.5343,74.6208,7.15659,
356,-65.508,-37.5103,81.4386,26.5114,37.9925,-13.7913,96.6002,74.6452,30.9305,6.11897,95.9349,-23.8136,27.7749,61.6688,43.9009,20.603,42.9792,92.3093,4.94705,-2.67037,
357,-86.2178,7.24815,-2.10883,11.3926,58.2202,58.5803,67.4734,99.646,-45.3902,41.6669,4.84328,-52.031,59.6179,38.139,-83.3613,88.0062,-70.1346,29.6487,9.50651,-48.6068,
358,-55.974,64.1041,82.5922,28.6782,77.2515,73.8884,59.8865,-2.76803,93.6338,-72.5272,-27.1279,-75.3716,23.2521,-20.0476,-98.3581,15.952,-3.81176,86.3887,26.2734,-23.7281,
359,-39.8175,0.131226,75.0053,78.515,67.2475,85.7051,-8.74355,79.1864,-92.3704,-77.337,83.227,86.1324,-8.88393,45.793,-89.3429,84.1243,-72.5455,89.8434,-66.6616,-42.082,
360,57.3717,-67.6565,12.0151,71.5079,-2.7253,-87.8903,-99.8779,-68.2546,-11.2339,-10.7395,-87.3348,-75.2739,-97.467,-40.5072,-29.6548,96.1486,-90.7041,-81.4814,93.8658,-8.29188,
361,29.9234,34.6233,-3.18308,22.3792,83.1843,42.1308,78.1304,-88.8974,27.0119,-97.2045,31.4493,-53.0564,49.2965,29.5267,94.6715,-7.22373,37.9254,-64.8122,5.6795,11.5024,
362,-83.2636,-28.4158,-60.8081,8.21863,-30.7413,-60.1123,89.6115,-35.1115,14.1514,-87.2372,88.0551,44.3037,87.7377,51.5427,20.8594,57.7807,-73.6625,17.5451,74.3522,-83.3552,
363,-47.4471,-92.2666,68.8711,-48.7533,64.3056,-63.4022,-59.154,-81.0968,6.75985,59.5569,76.5496,26.1635,70.9586,-7.38243,16.9835,39.0362,47.8927,-48.1979,3.17698,23.545,
364,-72.7042,-77.105,-32.078,72.7592,65.3554,-83.7519,63.5731,-61.9984,87.8292,-96.118,-55.388,61.0157,-78.3258,-62.2425,-11.9968,-56.267,-6.15559,-30.1859,70.6961,-11.8809,
365,-56.4928,-87.6766,31.016,-0.320446,65.7033,48.7045,-34.4096,55.5284,4.94705,-27.4514,14.2918,-91.5952,-19.6142,-72.0023,46.2569,52.4644,-88.8363,59.1968,30.6314,81.8354,
366,12.5156,22.0191,-12.5401,14.7801,-31.8827,-5.17899,50.4379,23.7159,61.6199,94.293,-39.903,-69.3899,35.5937,-11.9968,-90.9726,53.0442,-67.3818,43.5469,-10.1962,8.58486,
367,-64.3483,10.8799,-98.4191,71.2149,-91.4243,-47.0992,-81.2128,-78.7652,-99.3774,47.7401,28.7454,10.2023,84.0571,92.6511,53.7156,-14.6275,-68.865,-15.0975,-84.0327,-5.97858,
368,26.4565,-65.1051,46.9893,28.6782,-30.2652,-91.229,-41.7768,29.3435,-42.7778,25.7851,92.7732,-85.2535,72.1305,94.1404,-16.1718,-56.9079,97.6501,22.0313,64.6107,72.5883,
369,-78.6187,57.7563,-67.1071,-19.8035,-38.4137,-7.4984,-33.1095,-17.777,-35.5205,93.1638,26.2734,-74.6513,80.4498,-64.8915,-88.58,34.9773,-40.1227,-6.24714,-77.2698,36.4849,
370,-9.25626,4.33058,52.5071,-58.6963,91.229,62.2059,78.637,-45.6282,17.716,36.4177,-57.3107,-41.8073,-80.9626,0.802636,43.4919,76.5984,44.0291,-70.8243,79.8822,-66.5944,
371,51.7686,-80.5475,30.7352,48.7472,-6.72933,65.7399,74.1997,58.3605,-85.4366,20.8106,61.7054,53.5203,-30.8329,-36.8145,-3.23191,62.7491,10.5808,-28.6111,-17.0873,14.5543,
372,-33.2377,-91.3266,-22.2694,-59.2517,94.6348,-8.62758,-36.9793,46.733,-90.2951,-25.7485,-57.2558,-77.3736,-48.5641,-78.222,-93.6583,82.8974,59.2761,-1.59612,-56.7187,-58.0126,
373,-88.5189,39.848,-86.9381,-38.0902,26.9265,-16.6051,-33.6039,-4.24513,1.0651,46.6903,-43.2417,-59.8437,15.5553,36.3689,-84.2158,51.7686,-47.972,59.0625,-24.8817,87.2127,
